"PRODUCT","BARCODE","FORMATT","MACHINEMAKE","MACHINEMODEL","CAFFEA","VARIETAL","ORIGIN","ROASTING","PROCESS","PACKAGING","RETAILPRICE","STOCK","MIN_STOCK","MAX_STOCK","COSTPRICE","PROVIDER","TAXID","SALESPERSON","EMAIL","PHONENUM","BANKACCOUNT","THOROUGHFARE","WAYNAME","GATENUMBER","BLOCKK","STAIRS","FLOORR","DOOR","ZIP","TOWN","COUNTRY",id_product
"Enamorado y alas","IOI84906Q721225","ground","","","Arabica","Bourbon","Madagascar","natural","normal","pkg 200 g.","28.99 E",730,420,2860,"25.51 E","Pinturajas S.A.U.","J70809340E","Gundislavo Navarro","pinturajas@servcorreo.ucetreseme.kom",555760091,"OQQ71952I64303546","Roundabout","Goldsmiths","129",,,"7","",48049,"Valle de los Trigos","Pakistan",6352
"Enamorado y alas","IOI84906Q721225","ground","","","Arabica","Bourbon","Madagascar","natural","normal","pkg 200 g.","28.99 E",730,420,2860,"25.80 E","Floriano  S.U.","F60840826F","Floriano Cuentas Ordonez","floriano@servcorreo.ucetreseme.kom",555887499,"QQI97556Q95060783","Avenue","Well","160",,,"","",52091,"Valsombras de los Castillos","Uruguay",6353
"Enamorado y alas","QOO11985O334415","roasted bean","","","Arabica","Bourbon","Madagascar","natural","normal","pkg 1 Kg.","156.15 E",1187,170,3640,"140.53 E","Estanislao S.L.","F51931445K","Estanislao Calderon Perea","estanislao@servcorreo.ucetreseme.kom",555821394,"OOI29989O99891411","Crossing","Dahlia","110",,,"","2",40248,"Val de las Ardillas","Turkey",6354
"Enamorado y alas","QOO11985O334415","roasted bean","","","Arabica","Bourbon","Madagascar","natural","normal","pkg 1 Kg.","156.15 E",1187,170,3640,"140.53 E","Rebeca Camones Inc.","L56060673J","Francisca Rebeca Montesinos","rebeca@servcorreo.ucetreseme.kom",555775906,"QOQ29118I49614100","Street","Watermelon","14",,,"24","",48406,"Sierra de los Buhos","Timor-Leste",6355
"Enamorado y alas","QOO11985O334415","roasted bean","","","Arabica","Bourbon","Madagascar","natural","normal","pkg 1 Kg.","156.15 E",1187,170,3640,"137.41 E","Pinturajas S.A.U.","J70809340E","Gundislavo Navarro","pinturajas@servcorreo.ucetreseme.kom",555760091,"OQQ71952I64303546","Roundabout","Goldsmiths","129",,,"7","",48049,"Valle de los Trigos","Pakistan",6356
"Enamorado y alas","QOO11985O334415","roasted bean","","","Arabica","Bourbon","Madagascar","natural","normal","pkg 1 Kg.","156.15 E",1187,170,3640,"138.97 E","Floriano  S.U.","F60840826F","Floriano Cuentas Ordonez","floriano@servcorreo.ucetreseme.kom",555887499,"QQI97556Q95060783","Avenue","Well","160",,,"","",52091,"Valsombras de los Castillos","Uruguay",6357
"Enamorado y alas","QII87754O878917","roasted bean","","","Arabica","Bourbon","Madagascar","natural","normal","pkg 200 g.","39.50 E",3570,430,4600,"35.55 E","Estanislao S.L.","F51931445K","Estanislao Calderon Perea","estanislao@servcorreo.ucetreseme.kom",555821394,"OOI29989O99891411","Crossing","Dahlia","110",,,"","2",40248,"Val de las Ardillas","Turkey",6358
"Enamorado y alas","QII87754O878917","roasted bean","","","Arabica","Bourbon","Madagascar","natural","normal","pkg 200 g.","39.50 E",3570,430,4600,"35.55 E","Rebeca Camones Inc.","L56060673J","Francisca Rebeca Montesinos","rebeca@servcorreo.ucetreseme.kom",555775906,"QOQ29118I49614100","Street","Watermelon","14",,,"24","",48406,"Sierra de los Buhos","Timor-Leste",6359
"Enamorado y alas","QII87754O878917","roasted bean","","","Arabica","Bourbon","Madagascar","natural","normal","pkg 200 g.","39.50 E",3570,430,4600,"34.76 E","Pinturajas S.A.U.","J70809340E","Gundislavo Navarro","pinturajas@servcorreo.ucetreseme.kom",555760091,"OQQ71952I64303546","Roundabout","Goldsmiths","129",,,"7","",48049,"Valle de los Trigos","Pakistan",6360
"Enamorado y alas","QII87754O878917","roasted bean","","","Arabica","Bourbon","Madagascar","natural","normal","pkg 200 g.","39.50 E",3570,430,4600,"35.15 E","Floriano  S.U.","F60840826F","Floriano Cuentas Ordonez","floriano@servcorreo.ucetreseme.kom",555887499,"QQI97556Q95060783","Avenue","Well","160",,,"","",52091,"Valsombras de los Castillos","Uruguay",6361
"Perdon de agarrado","IIO40867O232961","ground","","","Arabica","Bugishu","Uganda","natural","normal","pkg 1 Kg.","51.42 E",272,160,4630,"45.76 E","Albeiro Camones S.L.","A86398430B","Albeiro Camones","albeiro@servcorreo.ucetreseme.kom",555931058,"IQI01037Q31111897","Square","Virgin of Aranzazu","24",,,"6","D",18259,"Paramo del Pinar","Congo, the Democratic Republic of the",6362
"Perdon de agarrado","IQO31175O939146","ground","","","Arabica","Bugishu","Uganda","natural","normal","pkg 200 g.","17.55 E",1188,440,3060,"15.61 E","Albeiro Camones S.L.","A86398430B","Albeiro Camones","albeiro@servcorreo.ucetreseme.kom",555931058,"IQI01037Q31111897","Square","Virgin of Aranzazu","24",,,"6","D",18259,"Paramo del Pinar","Congo, the Democratic Republic of the",6363
"Perro o ?rbol","IIO73430O277611","prepared","","","Arabica","Pache Colis","Peru","natural","normal","can 330 ml.","2.65 E",2287,40,3370,"2.25 E","Casandra Ruiz S.U.","M43186364T","Francisca Casandra Ruiz Perez","casandra@servcorreo.ucetreseme.kom",555079375,"OOO66382I31440206","Crossing","Palm tree","14",,,"","",29024,"Ciudad del Viento","Liechtenstein",6364
"Perro o ?rbol","IIO73430O277611","prepared","","","Arabica","Pache Colis","Peru","natural","normal","can 330 ml.","2.65 E",2287,40,3370,"2.38 E","Teri Inc.","F15546239X","Teresita Tuesta","teri@servcorreo.ucetreseme.kom",555912951,"OII55598Q60058464","Circus","Palm tree","163",,8,"Second","",10024,"Sotoverde de los Trigos","Angola",6365
"Perro o ?rbol","IIO73430O277611","prepared","","","Arabica","Pache Colis","Peru","natural","normal","can 330 ml.","2.65 E",2287,40,3370,"2.38 E","Alfredo Collantes Inc.","C47557372L","Jaime Alfredo Matos","alfredo@servcorreo.ucetreseme.kom",555795165,"OQQ05501O54917919","Street","Walnut Tree","27",,,"Fifth","",22600,"San Juan de Arriba","Guernsey",6366
"Perro o ?rbol","QIO68522O597279","prepared","","","Arabica","Pache Colis","Peru","natural","normal","cup 200 ml.","1.20 E",1268,270,3260,"1.02 E","Casandra Ruiz S.U.","M43186364T","Francisca Casandra Ruiz Perez","casandra@servcorreo.ucetreseme.kom",555079375,"OOO66382I31440206","Crossing","Palm tree","14",,,"","",29024,"Ciudad del Viento","Liechtenstein",6367
"Perro o ?rbol","QIO68522O597279","prepared","","","Arabica","Pache Colis","Peru","natural","normal","cup 200 ml.","1.20 E",1268,270,3260,"1.08 E","Teri Inc.","F15546239X","Teresita Tuesta","teri@servcorreo.ucetreseme.kom",555912951,"OII55598Q60058464","Circus","Palm tree","163",,8,"Second","",10024,"Sotoverde de los Trigos","Angola",6368
"Perro o ?rbol","QIO68522O597279","prepared","","","Arabica","Pache Colis","Peru","natural","normal","cup 200 ml.","1.20 E",1268,270,3260,"1.08 E","Alfredo Collantes Inc.","C47557372L","Jaime Alfredo Matos","alfredo@servcorreo.ucetreseme.kom",555795165,"OQQ05501O54917919","Street","Walnut Tree","27",,,"Fifth","",22600,"San Juan de Arriba","Guernsey",6369
"Perro o ?rbol","OOQ80623Q122991","ground","","","Arabica","Pache Colis","Peru","natural","normal","pkg 1 Kg.","9.15 E",779,70,2710,"7.77 E","Casandra Ruiz S.U.","M43186364T","Francisca Casandra Ruiz Perez","casandra@servcorreo.ucetreseme.kom",555079375,"OOO66382I31440206","Crossing","Palm tree","14",,,"","",29024,"Ciudad del Viento","Liechtenstein",6370
"Perro o ?rbol","OOQ80623Q122991","ground","","","Arabica","Pache Colis","Peru","natural","normal","pkg 1 Kg.","9.15 E",779,70,2710,"8.23 E","Teri Inc.","F15546239X","Teresita Tuesta","teri@servcorreo.ucetreseme.kom",555912951,"OII55598Q60058464","Circus","Palm tree","163",,8,"Second","",10024,"Sotoverde de los Trigos","Angola",6371
"Perro o ?rbol","OOQ80623Q122991","ground","","","Arabica","Pache Colis","Peru","natural","normal","pkg 1 Kg.","9.15 E",779,70,2710,"8.23 E","Alfredo Collantes Inc.","C47557372L","Jaime Alfredo Matos","alfredo@servcorreo.ucetreseme.kom",555795165,"OQQ05501O54917919","Street","Walnut Tree","27",,,"Fifth","",22600,"San Juan de Arriba","Guernsey",6372
"Valla","OIQ36092Q101255","capsules","Delonie","Tercia","Arabica","Bourbon Naranja","El Salvador","natural","normal","pkg 500 g.","8.95 E",823,110,2270,"7.87 E","Victi Inc.","Q62114119C","Victor Aguilera","victi@servcorreo.ucetreseme.kom",555496468,"IQI70881I67573077","Slope","Pear","63",,,"Sixth","B",53881,"Valcantos del Jamon","Equatorial Guinea",6373
"Valla","QQI23074O676791","capsules","Delonie","Tercia","Arabica","Bourbon Naranja","El Salvador","natural","normal","pkg 10 un.","4.98 E",395,350,1470,"4.43 E","Julia Ruiz S.L.","V63955124J","Sandra Julia Ruiz","julia@servcorreo.ucetreseme.kom",555036857,"OOQ26060I27818086","Road","Greco","26",,,"33","",41614,"Bercial de la Noceda","Bahrain",6374
"Valla","QQI23074O676791","capsules","Delonie","Tercia","Arabica","Bourbon Naranja","El Salvador","natural","normal","pkg 10 un.","4.98 E",395,350,1470,"4.38 E","Victi Inc.","Q62114119C","Victor Aguilera","victi@servcorreo.ucetreseme.kom",555496468,"IQI70881I67573077","Slope","Pear","63",,,"Sixth","B",53881,"Valcantos del Jamon","Equatorial Guinea",6375
"Valla","QQQ49962O574447","roasted bean","","","Arabica","Bourbon Naranja","El Salvador","natural","normal","pkg 500 g.","28.40 E",127,80,690,"25.27 E","Julia Ruiz S.L.","V63955124J","Sandra Julia Ruiz","julia@servcorreo.ucetreseme.kom",555036857,"OOQ26060I27818086","Road","Greco","26",,,"33","",41614,"Bercial de la Noceda","Bahrain",6376
"Valla","QQQ49962O574447","roasted bean","","","Arabica","Bourbon Naranja","El Salvador","natural","normal","pkg 500 g.","28.40 E",127,80,690,"24.99 E","Victi Inc.","Q62114119C","Victor Aguilera","victi@servcorreo.ucetreseme.kom",555496468,"IQI70881I67573077","Slope","Pear","63",,,"Sixth","B",53881,"Valcantos del Jamon","Equatorial Guinea",6377
"Valla","QOQ07430Q843721","roasted bean","","","Arabica","Bourbon Naranja","El Salvador","natural","normal","pkg 200 g.","14.17 E",1777,60,2920,"12.61 E","Julia Ruiz S.L.","V63955124J","Sandra Julia Ruiz","julia@servcorreo.ucetreseme.kom",555036857,"OOQ26060I27818086","Road","Greco","26",,,"33","",41614,"Bercial de la Noceda","Bahrain",6378
"Valla","QOQ07430Q843721","roasted bean","","","Arabica","Bourbon Naranja","El Salvador","natural","normal","pkg 200 g.","14.17 E",1777,60,2920,"12.46 E","Victi Inc.","Q62114119C","Victor Aguilera","victi@servcorreo.ucetreseme.kom",555496468,"IQI70881I67573077","Slope","Pear","63",,,"Sixth","B",53881,"Valcantos del Jamon","Equatorial Guinea",6379
"Impulso","IQI79952I685610","freeze-dried","","","Canephora","Robusta","India","natural","normal","pkg 1 Kg.","124.85 E",2093,90,4090,"112.36 E","Contreras Corp.","N05984104X","Antonio Contreras","contreras@servcorreo.ucetreseme.kom",555487597,"QOI45955O17658632","Circus","Goya","157",,,"","F",47773,"Campos del Torreon","Australia",6380
"Impulso","QII83306Q657842","freeze-dried","","","Canephora","Robusta","India","natural","normal","pkg 200 g.","31.85 E",213,40,1600,"28.66 E","Contreras Corp.","N05984104X","Antonio Contreras","contreras@servcorreo.ucetreseme.kom",555487597,"QOI45955O17658632","Circus","Goya","157",,,"","F",47773,"Campos del Torreon","Australia",6381
"Silencio","OQI79462I691918","ground","","","Arabica","Harrar","Etiopia","natural","normal","pkg 1 Kg.","4.99 E",2309,180,2650,"4.39 E","Moreno-Kuyeng Sarrin Inc.","P66655276B","Ana Josefa Moreno-Kuyeng Sarrin","morenokuyeng@servcorreo.ucetreseme.kom",555658472,"III46681O38289534","Square","Meadow","149",,,"15","",67131,"Valtejas de la Alameda","Maldives",6382
"Silencio","OQI79462I691918","ground","","","Arabica","Harrar","Etiopia","natural","normal","pkg 1 Kg.","4.99 E",2309,180,2650,"4.34 E","Pira S.A.","Q72076466D","Vladimiro Quino","pira@servcorreo.ucetreseme.kom",555460801,"OIQ14877Q93135056","Circus","Virgin of Joy","11",,,"5","A",29050,"Sotoarbustos de la Solana","British Indian Ocean Territory",6383
"Silencio","OQI79462I691918","ground","","","Arabica","Harrar","Etiopia","natural","normal","pkg 1 Kg.","4.99 E",2309,180,2650,"4.44 E","Alexi S.A.U.","E83079868G","Alexander Diaz","alexi@servcorreo.ucetreseme.kom",555706490,"QOQ97706I57327308","Street","Grapefruit","128",,,"7","2",20628,"Valtopos de los Viajeros","Armenia",6384
"Silencio","QQO04562I911080","ground","","","Arabica","Harrar","Etiopia","natural","normal","pkg 200 g.","1.15 E",3007,190,3810,"1.01 E","Moreno-Kuyeng Sarrin Inc.","P66655276B","Ana Josefa Moreno-Kuyeng Sarrin","morenokuyeng@servcorreo.ucetreseme.kom",555658472,"III46681O38289534","Square","Meadow","149",,,"15","",67131,"Valtejas de la Alameda","Maldives",6385
"Silencio","QQO04562I911080","ground","","","Arabica","Harrar","Etiopia","natural","normal","pkg 200 g.","1.15 E",3007,190,3810,"1.00 E","Pira S.A.","Q72076466D","Vladimiro Quino","pira@servcorreo.ucetreseme.kom",555460801,"OIQ14877Q93135056","Circus","Virgin of Joy","11",,,"5","A",29050,"Sotoarbustos de la Solana","British Indian Ocean Territory",6386
"Silencio","QQO04562I911080","ground","","","Arabica","Harrar","Etiopia","natural","normal","pkg 200 g.","1.15 E",3007,190,3810,"1.02 E","Alexi S.A.U.","E83079868G","Alexander Diaz","alexi@servcorreo.ucetreseme.kom",555706490,"QOQ97706I57327308","Street","Grapefruit","128",,,"7","2",20628,"Valtopos de los Viajeros","Armenia",6387
"Silencio","QOQ33807I255197","roasted bean","","","Arabica","Harrar","Etiopia","natural","normal","pkg 500 g.","76.20 E",1179,220,3390,"67.05 E","Moreno-Kuyeng Sarrin Inc.","P66655276B","Ana Josefa Moreno-Kuyeng Sarrin","morenokuyeng@servcorreo.ucetreseme.kom",555658472,"III46681O38289534","Square","Meadow","149",,,"15","",67131,"Valtejas de la Alameda","Maldives",6388
"Silencio","QOQ33807I255197","roasted bean","","","Arabica","Harrar","Etiopia","natural","normal","pkg 500 g.","76.20 E",1179,220,3390,"66.29 E","Pira S.A.","Q72076466D","Vladimiro Quino","pira@servcorreo.ucetreseme.kom",555460801,"OIQ14877Q93135056","Circus","Virgin of Joy","11",,,"5","A",29050,"Sotoarbustos de la Solana","British Indian Ocean Territory",6389
"Silencio","QOQ33807I255197","roasted bean","","","Arabica","Harrar","Etiopia","natural","normal","pkg 500 g.","76.20 E",1179,220,3390,"67.81 E","Alexi S.A.U.","E83079868G","Alexander Diaz","alexi@servcorreo.ucetreseme.kom",555706490,"QOQ97706I57327308","Street","Grapefruit","128",,,"7","2",20628,"Valtopos de los Viajeros","Armenia",6390
"Silencio","QOQ07637O328072","roasted bean","","","Arabica","Harrar","Etiopia","natural","normal","pkg 200 g.","38.10 E",1252,200,2490,"33.52 E","Moreno-Kuyeng Sarrin Inc.","P66655276B","Ana Josefa Moreno-Kuyeng Sarrin","morenokuyeng@servcorreo.ucetreseme.kom",555658472,"III46681O38289534","Square","Meadow","149",,,"15","",67131,"Valtejas de la Alameda","Maldives",6391
"Silencio","QOQ07637O328072","roasted bean","","","Arabica","Harrar","Etiopia","natural","normal","pkg 200 g.","38.10 E",1252,200,2490,"33.14 E","Pira S.A.","Q72076466D","Vladimiro Quino","pira@servcorreo.ucetreseme.kom",555460801,"OIQ14877Q93135056","Circus","Virgin of Joy","11",,,"5","A",29050,"Sotoarbustos de la Solana","British Indian Ocean Territory",6392
"Silencio","QOQ07637O328072","roasted bean","","","Arabica","Harrar","Etiopia","natural","normal","pkg 200 g.","38.10 E",1252,200,2490,"33.90 E","Alexi S.A.U.","E83079868G","Alexander Diaz","alexi@servcorreo.ucetreseme.kom",555706490,"QOQ97706I57327308","Street","Grapefruit","128",,,"7","2",20628,"Valtopos de los Viajeros","Armenia",6393
"Cabra jazz","QOI21664I685931","ground","","","Arabica","Pacas","El Salvador","natural","normal","pkg 1 Kg.","104.05 E",1524,220,4080,"86.36 E","Servanda S.L.","F10818079Y","Francisca Servanda Panez-Colombier","servanda@servcorreo.ucetreseme.kom",555934041,"QOQ73029I58935588","Slope","Cotton","91",,,"31","",17716,"Villasequillo","Honduras",6394
"Cabra jazz","III05684Q871758","ground","","","Arabica","Pacas","El Salvador","natural","normal","pkg 200 g.","26.20 E",1666,250,3250,"21.74 E","Servanda S.L.","F10818079Y","Francisca Servanda Panez-Colombier","servanda@servcorreo.ucetreseme.kom",555934041,"QOQ73029I58935588","Slope","Cotton","91",,,"31","",17716,"Villasequillo","Honduras",6395
"Cabra jazz","QQQ68614I644570","roasted bean","","","Arabica","Pacas","El Salvador","natural","normal","pkg 1 Kg.","36.20 E",1567,30,3200,"30.04 E","Servanda S.L.","F10818079Y","Francisca Servanda Panez-Colombier","servanda@servcorreo.ucetreseme.kom",555934041,"QOQ73029I58935588","Slope","Cotton","91",,,"31","",17716,"Villasequillo","Honduras",6396
"Perro o ?rbol","IQI95511Q151500","ground","","","Arabica","Pache Colis","Peru","natural","normal","pkg 200 g.","3.70 E",2654,10,3210,"3.14 E","Casandra Ruiz S.U.","M43186364T","Francisca Casandra Ruiz Perez","casandra@servcorreo.ucetreseme.kom",555079375,"OOO66382I31440206","Crossing","Palm tree","14",,,"","",29024,"Ciudad del Viento","Liechtenstein",6397
"Perro o ?rbol","IQI95511Q151500","ground","","","Arabica","Pache Colis","Peru","natural","normal","pkg 200 g.","3.70 E",2654,10,3210,"3.33 E","Teri Inc.","F15546239X","Teresita Tuesta","teri@servcorreo.ucetreseme.kom",555912951,"OII55598Q60058464","Circus","Palm tree","163",,8,"Second","",10024,"Sotoverde de los Trigos","Angola",6398
"Perro o ?rbol","IQI95511Q151500","ground","","","Arabica","Pache Colis","Peru","natural","normal","pkg 200 g.","3.70 E",2654,10,3210,"3.33 E","Alfredo Collantes Inc.","C47557372L","Jaime Alfredo Matos","alfredo@servcorreo.ucetreseme.kom",555795165,"OQQ05501O54917919","Street","Walnut Tree","27",,,"Fifth","",22600,"San Juan de Arriba","Guernsey",6399
"Perro o ?rbol","OQQ17502I516307","raw bean","","","Arabica","Pache Colis","Peru","natural","normal","pkg 500 g.","34.78 E",782,80,2380,"29.56 E","Casandra Ruiz S.U.","M43186364T","Francisca Casandra Ruiz Perez","casandra@servcorreo.ucetreseme.kom",555079375,"OOO66382I31440206","Crossing","Palm tree","14",,,"","",29024,"Ciudad del Viento","Liechtenstein",6400
"Perro o ?rbol","OQQ17502I516307","raw bean","","","Arabica","Pache Colis","Peru","natural","normal","pkg 500 g.","34.78 E",782,80,2380,"31.30 E","Teri Inc.","F15546239X","Teresita Tuesta","teri@servcorreo.ucetreseme.kom",555912951,"OII55598Q60058464","Circus","Palm tree","163",,8,"Second","",10024,"Sotoverde de los Trigos","Angola",6401
"Perro o ?rbol","OQQ17502I516307","raw bean","","","Arabica","Pache Colis","Peru","natural","normal","pkg 500 g.","34.78 E",782,80,2380,"31.30 E","Alfredo Collantes Inc.","C47557372L","Jaime Alfredo Matos","alfredo@servcorreo.ucetreseme.kom",555795165,"OQQ05501O54917919","Street","Walnut Tree","27",,,"Fifth","",22600,"San Juan de Arriba","Guernsey",6402
"Perro o ?rbol","QQO00752Q534329","raw bean","","","Arabica","Pache Colis","Peru","natural","normal","pkg 200 g.","17.75 E",941,140,1940,"15.08 E","Casandra Ruiz S.U.","M43186364T","Francisca Casandra Ruiz Perez","casandra@servcorreo.ucetreseme.kom",555079375,"OOO66382I31440206","Crossing","Palm tree","14",,,"","",29024,"Ciudad del Viento","Liechtenstein",6403
"Perro o ?rbol","QQO00752Q534329","raw bean","","","Arabica","Pache Colis","Peru","natural","normal","pkg 200 g.","17.75 E",941,140,1940,"15.97 E","Teri Inc.","F15546239X","Teresita Tuesta","teri@servcorreo.ucetreseme.kom",555912951,"OII55598Q60058464","Circus","Palm tree","163",,8,"Second","",10024,"Sotoverde de los Trigos","Angola",6404
"Perro o ?rbol","QQO00752Q534329","raw bean","","","Arabica","Pache Colis","Peru","natural","normal","pkg 200 g.","17.75 E",941,140,1940,"15.97 E","Alfredo Collantes Inc.","C47557372L","Jaime Alfredo Matos","alfredo@servcorreo.ucetreseme.kom",555795165,"OQQ05501O54917919","Street","Walnut Tree","27",,,"Fifth","",22600,"San Juan de Arriba","Guernsey",6405
"Voces de milagros","QOI78161Q801089","prepared","","","Arabica","Bourbon","Madagascar","natural","normal","pkg 1 Kg.","0.09 E",1952,190,3350,"0.08 E","Coletita S.U.","E19951722G","Ana Marta Fritsch","coletita@servcorreo.ucetreseme.kom",555132170,"QQO58895O18216197","Avenue","Virgin of Huertas","157",,,"17","H",48251,"Sotolluvias de los Ciervos","Macao",6406
"Voces de milagros","IOQ44817Q115924","prepared","","","Arabica","Bourbon","Madagascar","natural","normal","cup 200 ml.","0.05 E",199,50,1870,"0.04 E","Coletita S.U.","E19951722G","Ana Marta Fritsch","coletita@servcorreo.ucetreseme.kom",555132170,"QQO58895O18216197","Avenue","Virgin of Huertas","157",,,"17","H",48251,"Sotolluvias de los Ciervos","Macao",6407
"Voces de milagros","IQQ14979Q760225","ground","","","Arabica","Bourbon","Madagascar","natural","normal","pkg 1 Kg.","90.35 E",570,270,2990,"81.31 E","Coletita S.U.","E19951722G","Ana Marta Fritsch","coletita@servcorreo.ucetreseme.kom",555132170,"QQO58895O18216197","Avenue","Virgin of Huertas","157",,,"17","H",48251,"Sotolluvias de los Ciervos","Macao",6408
"Voces de milagros","QIO38647I173366","ground","","","Arabica","Bourbon","Madagascar","natural","normal","pkg 200 g.","30.45 E",469,420,4530,"27.40 E","Coletita S.U.","E19951722G","Ana Marta Fritsch","coletita@servcorreo.ucetreseme.kom",555132170,"QQO58895O18216197","Avenue","Virgin of Huertas","157",,,"17","H",48251,"Sotolluvias de los Ciervos","Macao",6409
"Mejor y agua","QOO88268O801891","capsules","Boss","Mate","Arabica","Bourbon Naranja","El Salvador","natural","normal","pkg 25 un.","12.15 E",3703,10,4510,"10.57 E","Carreras Arriola S.L.","L45420340D","Daniel Carreras Arriola","carreras@servcorreo.ucetreseme.kom",555865128,"OIQ51048O13787268","Street","Eduardo Mendoza","136",,,"1","",72943,"Valnieblas de la Costa","Finland",6410
"Mejor y agua","QOO88268O801891","capsules","Boss","Mate","Arabica","Bourbon Naranja","El Salvador","natural","normal","pkg 25 un.","12.15 E",3703,10,4510,"10.44 E","Bendezu Perez Inc.","N72331969M","Amideo Bendezu","bendezu@servcorreo.ucetreseme.kom",555399261,"OOQ85042I18189160","Street","Dahlia","60",,,"27","C",51780,"San Jose de la Alameda","Liechtenstein",6411
"Mejor y agua","QOO23739O421154","capsules","Boss","Mate","Arabica","Bourbon Naranja","El Salvador","natural","normal","pkg 10 un.","6.10 E",2026,300,3590,"5.30 E","Carreras Arriola S.L.","L45420340D","Daniel Carreras Arriola","carreras@servcorreo.ucetreseme.kom",555865128,"OIQ51048O13787268","Street","Eduardo Mendoza","136",,,"1","",72943,"Valnieblas de la Costa","Finland",6412
"Mejor y agua","QOO23739O421154","capsules","Boss","Mate","Arabica","Bourbon Naranja","El Salvador","natural","normal","pkg 10 un.","6.10 E",2026,300,3590,"5.24 E","Bendezu Perez Inc.","N72331969M","Amideo Bendezu","bendezu@servcorreo.ucetreseme.kom",555399261,"OOQ85042I18189160","Street","Dahlia","60",,,"27","C",51780,"San Jose de la Alameda","Liechtenstein",6413
"Mejor y agua","OOO04884O155510","ground","","","Arabica","Bourbon Naranja","El Salvador","natural","normal","pkg 500 g.","18.15 E",2013,50,3870,"15.79 E","Carreras Arriola S.L.","L45420340D","Daniel Carreras Arriola","carreras@servcorreo.ucetreseme.kom",555865128,"OIQ51048O13787268","Street","Eduardo Mendoza","136",,,"1","",72943,"Valnieblas de la Costa","Finland",6414
"Mejor y agua","OOO04884O155510","ground","","","Arabica","Bourbon Naranja","El Salvador","natural","normal","pkg 500 g.","18.15 E",2013,50,3870,"15.60 E","Bendezu Perez Inc.","N72331969M","Amideo Bendezu","bendezu@servcorreo.ucetreseme.kom",555399261,"OOQ85042I18189160","Street","Dahlia","60",,,"27","C",51780,"San Jose de la Alameda","Liechtenstein",6415
"Mejor y agua","IOI76678O219323","ground","","","Arabica","Bourbon Naranja","El Salvador","natural","normal","pkg 200 g.","9.60 E",3616,40,3950,"8.35 E","Carreras Arriola S.L.","L45420340D","Daniel Carreras Arriola","carreras@servcorreo.ucetreseme.kom",555865128,"OIQ51048O13787268","Street","Eduardo Mendoza","136",,,"1","",72943,"Valnieblas de la Costa","Finland",6416
"Mejor y agua","IOI76678O219323","ground","","","Arabica","Bourbon Naranja","El Salvador","natural","normal","pkg 200 g.","9.60 E",3616,40,3950,"8.25 E","Bendezu Perez Inc.","N72331969M","Amideo Bendezu","bendezu@servcorreo.ucetreseme.kom",555399261,"OOQ85042I18189160","Street","Dahlia","60",,,"27","C",51780,"San Jose de la Alameda","Liechtenstein",6417
"Mejor y agua","QIO73719O399122","raw bean","","","Arabica","Bourbon Naranja","El Salvador","natural","normal","pkg 1 Kg.","12.45 E",1954,70,3690,"10.83 E","Carreras Arriola S.L.","L45420340D","Daniel Carreras Arriola","carreras@servcorreo.ucetreseme.kom",555865128,"OIQ51048O13787268","Street","Eduardo Mendoza","136",,,"1","",72943,"Valnieblas de la Costa","Finland",6418
"Mejor y agua","QIO73719O399122","raw bean","","","Arabica","Bourbon Naranja","El Salvador","natural","normal","pkg 1 Kg.","12.45 E",1954,70,3690,"10.70 E","Bendezu Perez Inc.","N72331969M","Amideo Bendezu","bendezu@servcorreo.ucetreseme.kom",555399261,"OOQ85042I18189160","Street","Dahlia","60",,,"27","C",51780,"San Jose de la Alameda","Liechtenstein",6419
"Cabra jazz","QQO06081O503158","roasted bean","","","Arabica","Pacas","El Salvador","natural","normal","pkg 200 g.","12.25 E",98,10,570,"10.16 E","Servanda S.L.","F10818079Y","Francisca Servanda Panez-Colombier","servanda@servcorreo.ucetreseme.kom",555934041,"QOQ73029I58935588","Slope","Cotton","91",,,"31","",17716,"Villasequillo","Honduras",6420
"Cabra jazz","QIQ77433Q270983","raw bean","","","Arabica","Pacas","El Salvador","natural","normal","pkg 500 g.","24.00 E",1421,10,4070,"19.92 E","Servanda S.L.","F10818079Y","Francisca Servanda Panez-Colombier","servanda@servcorreo.ucetreseme.kom",555934041,"QOQ73029I58935588","Slope","Cotton","91",,,"31","",17716,"Villasequillo","Honduras",6421
"Cabra jazz","OOO22779O982914","raw bean","","","Arabica","Pacas","El Salvador","natural","normal","pkg 200 g.","12.03 E",442,200,3750,"9.98 E","Servanda S.L.","F10818079Y","Francisca Servanda Panez-Colombier","servanda@servcorreo.ucetreseme.kom",555934041,"QOQ73029I58935588","Slope","Cotton","91",,,"31","",17716,"Villasequillo","Honduras",6422
"Lirios","IIO95277Q555366","freeze-dried","","","Canephora","Robusta","India","natural","decaf","pkg 1 Kg.","90.00 E",848,20,1890,"74.70 E","Isidro  S.A.U.","Q99030144X","Isidro Sanchez","isidro@servcorreo.ucetreseme.kom",555036199,"OQI09666I92739698","Roundabout","Velvet","120",,,"20","4",52438,"Ciudad de las Tripas","Sweden",6423
